Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
6c434506-fb4b-3e3f-c19d-553dec3b6c17,1960-08-23,,999-44-3322,S99917188,X29814445X,Mrs.,Claudia969,,Fuentes250,,Pacheco179,D,asian,hispanic,F,La Paz  Baja California  MX,625 Doyle Row,Sacramento,California,Sacramento County,6067,95818,38.535446317411456,-121.35736776420649,36995.78,2268137.40,5779
6872def5-772f-427c-3053-de6e1c71ce0a,1960-01-29,,999-96-6821,S99933974,X77359943X,Mr.,Alfred550,Andres25,West559,,,M,white,hispanic,M,Clovis  California  US,1037 Stehr Park,Chino Hills,California,San Bernardino County,6071,91709,34.00456552463694,-117.78349494036952,169443.24,103892.71,363895
82340b68-7f78-8d50-15ba-0396be76a381,1999-12-08,,999-82-6124,S99971267,X6326327X,Mr.,Zackary401,,Lehner980,,,,white,nonhispanic,M,Encinitas  California  US,427 Lemke Hollow,Bakersfield,California,Kern County,6029,93306,35.13865465995054,-118.8231036219739,4966.22,122735.37,11774
a832f5fa-07a9-e8ef-dc1a-8df6376be9cf,1984-07-18,,999-53-3586,S99985044,X86128030X,Mr.,Korey682,Fred155,Howell947,,,M,asian,nonhispanic,M,San Diego  California  US,542 Connelly Dam Suite 86,San Diego,California,San Diego County,6073,92103,32.6096840762082,-116.971407591123,137617.80,45582.08,147544
73c66565-1b7f-5b57-4029-83de693606a4,1995-09-01,2011-05-22,999-29-2923,,,,Lia388,Lashon823,Rosenbaum794,,,,white,nonhispanic,F,San Francisco  California  US,1073 Wunsch Quay Suite 85,La Habra,California,Orange County,6059,92835,33.89059853588307,-117.96407200745965,55370.85,74730.29,47115
7ac6b3c7-cdd7-23c4-52bf-a6cd4440a9d6,1974-06-02,,999-44-4295,S99945298,X70073526X,Mrs.,Norma469,Esperanza675,Estévez304,,Esquibel766,D,white,hispanic,F,Caguas  Puerto Rico  PR,788 Reynolds Mall,Turlock,California,Stanislaus County,6099,95382,37.53826039606934,-120.87565773180366,907022.26,742257.18,69914
4b9c1991-8733-d3f6-777d-6310b5dd7af2,1968-05-19,,999-36-6696,S99929967,X76279881X,Mrs.,Delia459,Kathyrn611,Lesch175,,Pagac496,W,asian,hispanic,F,Santa Clara  California  US,1062 Hegmann Row Apt 57,Fresno,California,Fresno County,6019,93706,36.75009277826428,-119.77389264048178,363876.68,1237385.92,31206
9f6a80af-4fa3-bd0f-750b-94b7c3f7046d,1955-05-06,,999-41-5047,S99962644,X84006053X,Mrs.,Katherina205,Kimber624,Heathcote539,,Corwin846,M,white,nonhispanic,F,Camarillo  California  US,947 Treutel Skyway Suite 59,Hayward,California,Alameda County,6001,94544,37.73002643106544,-122.10813657559525,667793.93,608767.17,47252
d9fb22dd-45ab-41e3-7c6c-393d74805e67,1953-05-09,,999-94-7134,S99998446,X48259994X,Mrs.,Mari763,Thora330,Monahan736,,Fadel536,M,black,nonhispanic,F,Rancho Cucamonga  California  US,291 Wintheiser Dam Apt 49,Corona,California,Riverside County,6065,92860,33.79207304722319,-117.55296504887082,727207.36,805199.37,35382
e468e3f0-9c9c-5374-b953-db1ba26c9617,2006-01-29,,999-43-9141,S99997101,,Ms.,Towanda270,Darla154,Harvey63,,,,white,nonhispanic,F,Reedley  California  US,418 Grimes Path,Los Angeles,California,Los Angeles County,6037,90018,34.10506505050679,-118.41202546693044,58594.76,33571.81,50734
12e6dd54-169a-78f9-02f0-e7e41b07b0eb,2005-02-16,,999-85-8101,S99972821,,Ms.,Kandi717,Tran115,Romaguera67,,,,white,nonhispanic,F,San Marino  California  US,672 Koelpin Glen,Woodland,California,Yolo County,6113,95695,38.66004436093744,-121.7407565116409,96584.40,29419.85,98212
0d7f673c-e7ef-53d0-f561-1a7e9dd15d0c,1967-12-10,,999-73-2801,S99944547,X40770452X,Mrs.,Lashunda872,Leanna255,Wilderman619,,Little434,M,white,nonhispanic,F,Los Angeles  California  US,378 Yundt Plaza,Moreno Valley,California,Riverside County,6065,92557,33.84209984512405,-117.09515014232036,984440.50,894619.12,38068
44a8ca45-6c6e-38bb-fac0-ddbf7a7ee3a4,1987-09-13,,999-51-4389,S99979881,X86178706X,Mr.,Rudolf736,Angelo118,Rohan584,MD,,M,white,nonhispanic,M,Irvine  California  US,110 Johns Wall Suite 79,Ben Lomond,California,Santa Cruz County,6087,95005,37.11559400865473,-122.08517820168393,144058.28,843187.80,432486
2b440c6c-29db-af6a-02a2-30a13411bf78,1983-05-15,,999-48-8318,S99939824,X26211855X,Mr.,Noah480,Micah422,Weber641,,,D,white,nonhispanic,M,Taft  California  US,611 Grant Trafficway,Torrance,California,Los Angeles County,6037,90503,33.866665157637456,-118.3666485453354,196376.42,831191.91,156762
8ca8f7ce-77b0-d11e-09cf-5d946ee0c801,1995-09-01,,999-21-7909,S99974805,X28708557X,Ms.,Shena75,Bea654,McGlynn426,,,S,white,nonhispanic,F,Jurupa Valley  California  US,682 Emmerich Estate,La Habra,California,Orange County,6059,92835,33.96687461178963,-117.97673557492169,134270.30,407533.31,47115
b29d5c39-026f-83b0-9e74-963143634b97,2001-11-13,,999-48-6275,S99985274,X7639840X,Mr.,Marc757,Jamie386,Batz141,,,,hawaiian,nonhispanic,M,San Diego  California  US,344 Waters Way,Twentynine Palms,California,San Bernardino County,6071,92277,34.24432010923632,-116.03035741456874,85801.84,0.00,80366
aeb6fd40-c0da-23a8-7b46-6c9fe558d7b2,2021-04-17,,999-22-1245,,,,María del Carmen27,Inés791,Garay400,,,,white,hispanic,F,Gaudalajara  Jalisco  MX,934 Schamberger Route,San Diego,California,San Diego County,6073,92134,32.67926556722606,-117.15965437755452,1350.00,27107.78,15181
6b060c17-b5af-82b5-0417-38644cf1fef5,1965-07-08,,999-32-3520,S99938083,X51271045X,Mr.,Joaquín233,Lucas404,Regalado83,,,S,black,hispanic,M,San Jose  San Jose  CR,129 Brakus Burg,Fontana,California,San Bernardino County,6071,91739,34.116345053968594,-117.49638373555412,351340.78,1201556.20,70549
fb00b97e-91b2-234e-4c91-09276b3d8366,2011-08-12,,999-48-1687,,,,Kristina583,Joi660,Pfeffer420,,,,white,nonhispanic,F,Fresno  California  US,862 Kris Gateway,Stockton,California,San Joaquin County,6077,95210,37.9838733296254,-121.28113360524533,2000.00,23228.18,11612
e5b40b82-031b-610f-787e-2a4242efcfea,2015-05-12,,999-80-5043,,,,Romaine793,,Brakus656,,,,white,nonhispanic,F,Sunnyvale  California  US,203 Ortiz Wall Suite 23,Mira Monte,California,Ventura County,,00000,34.4708253512207,-119.28930042645982,17590.21,11016.11,57181
54a6f9f9-8f70-4897-015c-3762e169e70f,2000-01-07,,999-85-7848,S99910725,X67872669X,Mr.,Jc393,Demarcus108,Leffler128,,,,white,nonhispanic,M,Seaside  California  US,246 Ondricka Glen,Los Angeles,California,Los Angeles County,6037,90016,34.08060741113242,-118.45898596700583,12518.56,829694.50,41602
4113255f-4e35-506a-ddef-4429caa17ffc,1961-06-20,,999-88-1434,S99967663,X67822441X,Mrs.,Rasheeda241,Mirian768,Trantow673,,Heaney114,D,white,nonhispanic,F,Boyes Hot Springs  California  US,946 Carroll Arcade Suite 20,Los Angeles,California,Los Angeles County,6037,90045,34.134192236551335,-118.49773037454298,908451.78,660685.43,45680
3237ddd9-55c0-a584-90cc-83b1d1ae39bf,2018-02-20,,999-31-2229,,,,Concepción765,María del Carmen27,Razo972,,,,asian,hispanic,F,Carolina  Puerto Rico  PR,187 Emmerich Parade,Parlier,California,Fresno County,6019,93648,36.64838436486959,-119.47132407985396,1650.00,19556.14,15648
801f9570-e398-cfde-9c80-2381c03ab30e,2022-02-22,,999-39-5076,,,,Ernest565,Rhett759,Gorczany269,,,,white,hispanic,M,Riverside  California  US,632 Batz Common Unit 53,Bakersfield,California,Kern County,6029,93314,35.33793292613571,-118.99945830334667,28367.01,0.00,69740
9ecb78eb-1783-f5e7-2527-05dcb17916d8,2005-06-20,,999-28-6335,S99943370,,Mr.,Ryan260,,Swaniawski813,,,,white,nonhispanic,M,San Jose  California  US,1068 Larkin Underpass Apt 68,Kingsburg,California,Fresno County,6107,93631,36.4976895206466,-119.52858882796411,3450.00,70958.61,11792
9cb5a91e-6d01-1996-6b45-a6ddd9b7076c,1996-04-13,,999-22-7778,S99985676,X61076919X,Mr.,Miguel Ángel46,José Emilio366,Robles531,,,M,white,hispanic,M,La Paz  Baja California  MX,1026 Huels Boulevard,San Diego,California,San Diego County,6073,92111,32.78112320195534,-117.19988692216377,70637.49,4320.62,969207
08b3d6d2-696d-0746-a0d3-c2a5d463f7ba,2001-02-11,,999-17-8313,S99973478,X53281305X,Ms.,Jenna662,,Turner526,,,,white,nonhispanic,F,San Francisco  California  US,835 Ondricka Haven Unit 91,Pasatiempo,California,Santa Cruz County,,00000,37.03736265577278,-122.01974680493464,130784.73,249542.40,923850
d172514a-6703-7f8e-b76d-a9ddc6e49a5b,2002-09-23,,999-24-9427,S99941019,X39824987X,Mr.,Adolfo777,,Jaskolski867,,,,white,nonhispanic,M,Alameda  California  US,327 Jerde Common Suite 22,Orange,California,Orange County,6059,92868,33.77433727732648,-117.97727470883032,8457.04,103757.22,29632
3c865c64-7112-8dc1-d3a4-a5a102bede45,2012-10-09,,999-65-8389,,,,Norman647,Gregg522,Christiansen251,,,,white,hispanic,M,Lynwood  California  US,1018 Gusikowski Trailer,San Bruno,California,San Mateo County,6081,94030,37.60512472483575,-122.36123525356365,40526.43,1180.38,125832
3cb00951-f5a6-8180-00d2-ae0322d2ea7d,1970-06-19,2017-12-21,999-42-7034,S99915192,X2744123X,Mr.,Colton403,Randall756,Gislason620,,,M,white,nonhispanic,M,Salinas  California  US,420 Kovacek Rue Suite 62,Bakersfield,California,Kern County,6029,93311,35.33671145887733,-119.05388389282035,20541.21,532600.32,5321
2ff5b5a6-d177-3b18-8e85-efa8aa817da5,1995-05-31,,999-57-6646,S99929318,X37260478X,Mr.,Neil122,Julio255,Littel644,,,M,white,hispanic,M,Newcastle  California  US,341 Price Landing Suite 26,Irvine,California,Orange County,6059,92630,33.67927016174437,-117.85205301609285,121660.76,37077.99,160644
33d477d9-1fe8-91c1-cba0-6bd8f8415e65,2010-06-23,,999-62-8911,,,,Jimmie93,Sterling124,Willms744,,,,white,nonhispanic,M,Los Angeles  California  US,246 Beahan Throughway Unit 79,Huntington Beach,California,Orange County,6059,92683,33.67303229191419,-117.9581282305483,56966.33,1621.91,807493
eb76c027-3233-acb1-fd9a-099047ca7cb4,1954-02-26,,999-44-9063,S99949176,X59008285X,Mr.,Arlie183,Thomas756,Yundt842,,,M,black,nonhispanic,M,Bayview  California  US,644 Reilly Bypass,Fair Oaks,California,Sacramento County,6067,95628,38.62628080485814,-121.25599748748017,325000.15,240332.79,68761
98b29475-c028-0a58-e08f-0cd93982a198,1991-10-28,,999-48-9706,S99955404,X63677087X,Mr.,Esteban536,César846,Cordero852,,,M,black,hispanic,M,Kingston  Kingston  JM,339 Durgan Course Apt 89,Hesperia,California,San Bernardino County,6071,92344,34.4278087833104,-117.1665487423323,9125.26,409138.59,15718
abc45bec-b36e-3f75-e1d9-8773646608f3,1969-03-01,,999-47-1555,S99910992,X50050905X,Mrs.,Marcela739,,Montenegro24,,Barela183,M,asian,hispanic,F,La Paz  Baja California  MX,486 Simonis Parade Suite 41,Sacramento,California,Sacramento County,6067,95864,38.63430882675248,-121.41006280967495,712709.75,523208.74,89243
aab91768-4ec3-4c91-e67f-31916a784409,2020-09-04,,999-59-5093,,,,Helena807,,Becker968,,,,white,nonhispanic,F,Los Angeles  California  US,293 Kihn View,Oakland,California,Alameda County,6001,94610,37.80363212586035,-122.21734936331164,5363.62,4281.40,55062
8196e80b-2dd7-6f13-8bd2-432e7b14e47b,1993-01-15,,999-85-2624,S99950526,X78092803X,Mr.,Rupert654,Jarrod316,Lebsack687,,,M,white,nonhispanic,M,Los Angeles  California  US,883 Jacobson Avenue Suite 98,Los Angeles,California,Los Angeles County,6037,91306,34.28805928938378,-118.56843589473367,4302.03,136310.30,4579
b5ee241c-8d9f-67a4-437a-5665fb026da3,1999-03-24,,999-75-5198,S99943077,X2364198X,Ms.,Chantelle310,,Kulas532,,,,white,nonhispanic,F,Orcutt  California  US,157 Walsh Highlands Suite 20,East Palo Alto,California,San Mateo County,6085,94303,37.50213389896496,-122.09603432351479,147423.76,184111.60,145751
36b04a95-4c30-db64-3e7a-1215ebdb5c33,2024-10-07,,999-65-3913,,,,Emilio417,Sancho742,Bahena335,,,,white,hispanic,M,Mexico City  Mexico City  MX,922 O'Connell Loaf,Poway,California,San Diego County,6073,92131,32.91525361214913,-117.09707757421671,1468.84,43.37,103562
9df4460a-2f66-2d07-de9e-0afaf84bb157,1972-10-20,,999-18-7495,S99964211,X49448671X,Mr.,Keven605,Jeff859,Daugherty69,,,S,white,hispanic,M,Toro Canyon  California  US,1041 Schuppe Vale,Avenal,California,Kings County,6031,93204,36.0444093987823,-120.0962778445222,171627.23,479000.13,3229
de064367-b981-212e-7640-35b1c6fc7b50,2010-10-17,,999-21-7544,,,,Tobias236,Moises22,Walsh511,,,,asian,nonhispanic,M,Madera  California  US,116 Hane Ville,Folsom,California,Sacramento County,6067,95742,38.67967271988977,-121.15950306255982,56284.44,2979.41,136638
47a09a92-ead2-b13a-c858-5adb5b8613ad,2005-03-29,2006-05-11,999-21-5081,,,,Randell912,,Murphy561,,,,white,nonhispanic,M,San Rafael  California  US,371 Considine Haven Suite 65,Walnut,California,Los Angeles County,6037,91768,34.09596389104403,-117.79272438693637,10919.87,14798.60,144968
d62238e5-917d-0df5-5c35-6aa5d13f17af,1960-08-16,,999-28-3434,S99912659,X15154159X,Mr.,José Eduardo181,Ricardo560,Méndez913,,,D,white,hispanic,M,Port-au-Prince  Haiti  HT,1046 Lueilwitz Ranch Unit 15,South Dos Palos,California,Merced County,6047,93665,36.930284366172096,-120.68868820611614,320055.36,562869.55,36487
4bfd1cb9-8984-249c-c37f-2353c74f66a6,2016-07-25,,999-68-2719,,,,Carmelo33,Wilber603,Stamm704,,,,white,nonhispanic,M,Lemon Hill  California  US,713 Roberts Tunnel Suite 55,San Diego,California,San Diego County,6073,92126,32.80275797027553,-117.19202448283845,34401.52,5577.60,165558
3fc45605-33b6-b9ad-6e8a-135b587c69ac,2005-03-29,,999-48-6120,S99950534,,Mr.,Antone63,Felipe97,Donnelly343,,,,white,nonhispanic,M,San Francisco  California  US,751 Cartwright Drive,Walnut,California,Los Angeles County,6037,91724,34.122671310262234,-117.80876259802,89669.01,11685.31,144968
ddfa516a-3f42-af6c-5779-548d6943e116,1987-11-14,,999-48-9374,S99968134,X42203799X,Mr.,Stanley702,Andres25,Terry864,,,S,asian,nonhispanic,M,Macau  Macao Special Administrative Region of the People's Republic of China  CN,230 Anderson Mill,Los Angeles,California,Los Angeles County,6037,90003,34.021704372831046,-118.45469244817012,134070.59,21371.42,61420
cf35b7f5-e324-fe91-7fa1-1f4c64f7bf0c,1970-06-19,,999-44-3956,S99962715,X40248335X,Mr.,Jordon466,Odis959,Pagac496,,,M,white,nonhispanic,M,Berkeley  California  US,520 Abernathy Walk Suite 45,Bakersfield,California,Kern County,6029,93309,35.249395778998384,-118.96016782256736,17685.91,317230.75,5321
2add8cb0-9ec4-15de-4e5b-e812509a5068,1970-04-20,,999-59-2264,S99929030,X50667321X,Mrs.,Barbara209,Leonor133,Negrete68,,Bañuelos542,M,white,hispanic,F,Bogota  Bogota  CO,434 Wisozk Road,Castro Valley,California,Alameda County,6001,94552,37.711444687458396,-122.05133058966452,306953.24,436382.10,162002
6099312c-bb96-dbc6-c51c-00ca66e0273a,1975-05-13,1979-07-01,999-25-2889,,,,Jarred626,Brock407,Gislason620,,,,white,nonhispanic,M,Anaheim  California  US,498 Dare Passage Apt 52,Long Beach,California,Los Angeles County,6037,90806,33.7486665395022,-118.16870391115918,5879.69,0.00,104753
7e1e93f8-2031-7073-b428-b300a71d0b5f,1943-11-01,1992-01-31,999-39-3058,S99984181,X47347031X,Mrs.,Kirsten270,Santana368,Langworth352,,O'Hara248,M,white,nonhispanic,F,Lafayette  California  US,576 Kuvalis Dale,Oceanside,California,San Diego County,6073,92010,33.34494083225661,-117.15949053820493,1577653.47,1478246.84,39885
780ec78c-22a0-fcdb-17c6-ae9b2fcace9c,1948-01-11,,999-23-8384,S99914337,X71781476X,Mrs.,Juliane376,Maryanna659,Hermiston71,,Boyle917,M,white,hispanic,F,Los Angeles  California  US,693 Williamson Lock Unit 73,Winton,California,Merced County,6047,95388,37.433948428026554,-120.55541433315304,1540204.52,240093.24,56549
cf5956bb-34f2-841b-2505-57b99991c377,1991-02-15,,999-36-9799,S99943938,X87511671X,Mrs.,Dagmar148,Krystal150,Hyatt152,,Hills818,M,white,nonhispanic,F,Paramount  California  US,592 Schinner Heights Suite 91,Redlands,California,San Bernardino County,6071,92399,34.02981406871675,-117.14437007132939,148817.95,337941.65,47402
0255e447-8975-9a0a-965f-75266aaa37f1,2002-04-02,,999-53-1358,S99960445,X15756675X,Ms.,Marcelene872,Brande998,Sporer811,,,,white,nonhispanic,F,San Diego  California  US,1074 Botsford Mall,Stanford,California,Santa Clara County,6085,94305,37.39695606318295,-122.14144640057826,6847.79,212789.70,5348
ca424f09-df70-f4a9-986f-8e11f4dd838b,1973-06-30,,999-24-6810,S99970180,X5632720X,Mr.,Cliff504,,Hahn503,,,D,white,nonhispanic,M,Sacramento  California  US,382 Nader Passage,Santa Ana,California,Orange County,6059,92705,33.694866350303236,-117.7980304198809,150794.87,17458.46,49151
6a638349-4d85-7671-110b-41c3347b1d97,1995-08-06,,999-31-9191,S99949231,X57459348X,Mrs.,Jesusita936,Davida245,Auer97,,Hahn503,M,asian,nonhispanic,F,Greenfield  California  US,427 McDermott Lock Apt 34,Sacramento,California,Sacramento County,6067,95838,38.51180410465625,-121.29358882116647,15085.34,1017221.64,78111
9997b8ce-f9ed-19b2-c67c-9e0ae75862a7,1973-12-29,,999-95-7186,S99943826,X19357899X,Mrs.,Marquitta546,Cathie710,Hamill307,,Medhurst46,M,white,hispanic,F,Montebello  California  US,963 Wunsch Gateway Unit 80,Quartz Hill,California,Los Angeles County,6037,93536,34.72729273488978,-118.40174211568998,647642.19,846872.95,41828
cf0317fa-538c-da95-fa7c-eb5466ede656,1990-10-06,,999-81-9986,S99925131,X41075105X,Mr.,Bo157,Reginald96,Armstrong51,,,M,white,hispanic,M,Loma Linda  California  US,728 Kuhlman Lane Suite 85,West Covina,California,Los Angeles County,6037,91724,34.03693073160944,-117.82840191047524,109274.39,87544.16,38991
509acf6b-ef54-fc75-32c0-3b542ba71495,1969-02-20,,999-20-3416,S99966381,X18906199X,Mr.,Francesco636,Charles364,Weber641,,,S,asian,nonhispanic,M,San Jose  California  US,765 Braun Lane,Fairfield,California,Solano County,6095,94585,38.25087581971887,-122.15339850753453,312410.10,48457.59,42555
a05f9d67-e117-04f6-f225-691fb7ba627f,1975-05-13,,999-48-3647,S99965250,X51141099X,Mr.,Russell422,,Parisian75,,,S,white,nonhispanic,M,Los Angeles  California  US,1014 Hane Ferry Apt 54,Long Beach,California,Los Angeles County,6037,90814,33.73930641411371,-118.25416019615746,167842.80,70148.02,104753
1430c5ce-aacb-45c3-6ffe-ff517a569541,1971-07-04,,999-72-8177,S99925226,X59195651X,Mr.,Clair921,Fermin479,Schuster709,,,M,hawaiian,nonhispanic,M,San Francisco  California  US,433 Goodwin Bay Apt 57,La Habra,California,Orange County,6059,92835,33.93253639900795,-117.92861381884279,370479.13,0.00,99709
ca286431-e75a-ccdb-f1bf-b3d1bf3e6ef1,1993-02-23,,999-98-9577,S99969921,X39830709X,Mrs.,Gilma310,Elisa944,Walker122,,Bogan287,M,white,hispanic,F,Victorville  California  US,1002 Schimmel Underpass Suite 83,Lancaster,California,Los Angeles County,6037,93536,34.6753529553044,-118.16565775273361,12252.67,717990.71,16805
0d03cc3c-5fc3-79bf-1e7c-982cff303066,1965-04-07,,999-72-6031,S99943593,X15665070X,Mr.,Chester802,,Harber290,,,D,asian,hispanic,M,Simi Valley  California  US,927 Johnson Rest Suite 12,West Puente Valley,California,Los Angeles County,,00000,34.058275773156105,-118.01615930075528,23816.09,433547.41,13758
03289eed-0508-c96b-e70a-5a16a5e89249,1955-12-06,,999-64-8670,S99973868,X82205866X,Mr.,Seth414,,Hintz995,MD,,D,white,nonhispanic,M,Benicia  California  US,457 Rodriguez Fork,San Jose,California,Santa Clara County,6085,95124,37.38197108031678,-121.94922874864895,317528.71,98480.78,100626
3a46995f-0d6d-db33-42b9-1582414dffef,2013-12-04,,999-42-2928,,,,Alvin56,Kristofer887,Rempel203,,,,black,nonhispanic,M,Fullerton  California  US,1051 Bergnaum Ramp,Poway,California,San Diego County,6073,92065,32.98535185105825,-117.05382286412079,21843.60,9768.84,63148
12328950-1a9d-3de8-714c-b4c5b29a3749,1976-10-05,,999-64-7246,S99982635,X69385105X,Mr.,Lyle846,,Armstrong51,,,M,black,nonhispanic,M,La Quinta  California  US,983 Prosacco Green,Wrightwood,California,San Bernardino County,6071,92397,34.34875580028693,-117.66976960639843,191284.82,39557.84,55571
99249ff1-59a9-dc6e-c152-4ca393cd57c5,2001-02-22,,999-22-2990,S99948253,X89501403X,Ms.,Emilia403,Adriana394,Villareal516,,,,white,hispanic,F,Mexico City  Mexico City  MX,530 Watsica Trafficway Suite 89,Lake Forest,California,Orange County,6059,92630,33.64011232738247,-117.60008163976944,5882.02,145959.60,10070
5b487563-d72d-1d1e-8964-fec6508febbd,1960-11-29,,999-11-1141,S99940051,X33392318X,Mr.,Miguel815,Felipe97,Jaimes535,,,D,native,hispanic,M,Santiago  Santiago Province  CL,462 Sanford Tunnel,San Fernando,California,Los Angeles County,6037,91340,34.35310350440488,-118.3363301129245,357636.66,115934.85,59789
da1f951e-ede3-bd47-4bf9-5838f5dbbb18,1975-10-02,,999-40-9672,S99920412,X53291323X,Mr.,Elias404,,Erdman779,,,D,asian,hispanic,M,Culver City  California  US,844 Sanford Crossroad,Santa Ana,California,Orange County,6059,92706,33.7993938327734,-117.87697212909401,231033.37,149463.61,105619
229a1e6d-1714-f0cd-8253-a8729632291e,1963-06-27,,999-53-4027,S99978614,X33158756X,Mr.,Rey54,Roman389,Treutel973,,,M,white,nonhispanic,M,Riverside  California  US,318 Pacocha Drive,Los Angeles,California,Los Angeles County,6037,90056,34.04212141895269,-118.45585242985203,172505.79,665223.77,38346
3b267b74-9efd-03ac-135b-402deff305ed,1953-02-22,,999-99-2048,S99924206,X48661368X,Mr.,Cory323,Columbus656,Hane680,,,D,white,hispanic,M,San Pablo  California  US,706 McClure Skyway Unit 14,Fresno,California,Fresno County,6019,93703,36.73882037783334,-119.72061143331909,637721.31,572842.08,47077
aff5855f-d411-2f08-57b6-025559937742,2017-04-18,,999-95-1784,,,,Chadwick722,Laurence43,Schmidt332,,,,white,hispanic,M,San Ramon  California  US,733 Kilback Promenade Apt 13,Corona,California,Riverside County,6065,92881,33.83568115069507,-117.56811463506254,1212.85,19901.77,26873
ed95baea-6b99-fbd8-5dde-6b6402221cfb,1963-10-26,,999-80-2914,S99927327,X85712742X,Mrs.,Clelia416,Vesta905,Green467,,Rodriguez71,M,white,nonhispanic,F,Livermore  California  US,132 Bergstrom Vista Suite 63,Yuba City,California,Sutter County,6101,95993,39.08138488690339,-121.67852413594122,287657.15,1053729.44,26040
